filename,cardId,name,cardType,settlementMode,productionMode,resourceType,isStartWorld,isSixCost,prompt
cards/bio-hazard-mining-world.webp,bio-hazard-mining-world,Bio-Hazard Mining World,world,payment,production,rare,False,False,"""Bio-Hazard Mining World"" an industrious inhabited world with visible extraction or refinery works accent palette amber and burnt copper neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/black-market-trading-world.webp,black-market-trading-world,Black Market Trading World,world,payment,none,,False,False,"""Black Market Trading World"" a quiet colonised world seen from orbit accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/blaster-gem-mines.webp,blaster-gem-mines,Blaster Gem Mines,world,payment,windfall,rare,False,False,"""Blaster Gem Mines"" an untouched or abandoned world holding an unclaimed resource cache accent palette amber and burnt copper neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/colony-ship.webp,colony-ship,Colony Ship,development,,,,False,False,"""Colony Ship"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/comet-zone.webp,comet-zone,Comet Zone,world,payment,production,rare,False,False,"""Comet Zone"" an industrious inhabited world with visible extraction or refinery works accent palette amber and burnt copper neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/consumer-markets.webp,consumer-markets,Consumer Markets,development,,,,False,False,"""Consumer Markets"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/contact-specialist.webp,contact-specialist,Contact Specialist,development,,,,False,False,"""Contact Specialist"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/deficit-spending.webp,deficit-spending,Deficit Spending,development,,,,False,False,"""Deficit Spending"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/deserted-alien-colony.webp,deserted-alien-colony,Deserted Alien Colony,world,payment,windfall,alien,False,False,"""Deserted Alien Colony"" an untouched or abandoned world holding an unclaimed resource cache non-human geometry, unsettling symmetry accent palette violet and magenta neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/deserted-alien-library.webp,deserted-alien-library,Deserted Alien Library,world,payment,windfall,alien,False,False,"""Deserted Alien Library"" an untouched or abandoned world holding an unclaimed resource cache non-human geometry, unsettling symmetry accent palette violet and magenta neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/deserted-alien-outpost.webp,deserted-alien-outpost,Deserted Alien Outpost,world,payment,windfall,alien,False,False,"""Deserted Alien Outpost"" an untouched or abandoned world holding an unclaimed resource cache non-human geometry, unsettling symmetry accent palette violet and magenta neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/destroyed-world.webp,destroyed-world,Destroyed World,world,payment,windfall,rare,False,False,"""Destroyed World"" an untouched or abandoned world holding an unclaimed resource cache accent palette amber and burnt copper neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/distant-world.webp,distant-world,Distant World,world,payment,production,genes,False,False,"""Distant World"" an industrious inhabited world with visible extraction or refinery works accent palette acid green and pale jade neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/diversified-economy.webp,diversified-economy,Diversified Economy,development,,,,False,False,"""Diversified Economy"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/drop-ships.webp,drop-ships,Drop Ships,development,,,,False,False,"""Drop Ships"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/earths-lost-colony.webp,earths-lost-colony,Earth's Lost Colony,world,payment,production,novelty,True,False,"""Earth's Lost Colony"" an industrious inhabited world with visible extraction or refinery works homeworld scale, welcoming and established accent palette electric cyan and white neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/empath-world.webp,empath-world,Empath World,world,payment,windfall,genes,False,False,"""Empath World"" an untouched or abandoned world holding an unclaimed resource cache accent palette acid green and pale jade neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/epsilon-eridani.webp,epsilon-eridani,Epsilon Eridani,world,payment,none,,True,False,"""Epsilon Eridani"" a quiet colonised world seen from orbit homeworld scale, welcoming and established accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/expanding-colony.webp,expanding-colony,Expanding Colony,world,payment,none,,False,False,"""Expanding Colony"" a quiet colonised world seen from orbit accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/expedition-force.webp,expedition-force,Expedition Force,development,,,,False,False,"""Expedition Force"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/export-duties.webp,export-duties,Export Duties,development,,,,False,False,"""Export Duties"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/former-penal-colony.webp,former-penal-colony,Former Penal Colony,world,military,windfall,novelty,False,False,"""Former Penal Colony"" a fortified or contested world seen from orbit, with defensive installations accent palette electric cyan and white neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/free-trade-association.webp,free-trade-association,Free Trade Association,development,,,,False,True,"""Free Trade Association"" a vast orbital institution or megastructure, seen from a distance accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/galactic-engineers.webp,galactic-engineers,Galactic Engineers,world,payment,none,,False,False,"""Galactic Engineers"" a quiet colonised world seen from orbit accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/galactic-federation.webp,galactic-federation,Galactic Federation,development,,,,False,True,"""Galactic Federation"" a vast orbital institution or megastructure, seen from a distance accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/galactic-imperium.webp,galactic-imperium,Galactic Imperium,development,,,,False,True,"""Galactic Imperium"" a vast orbital institution or megastructure, seen from a distance accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/galactic-renaissance.webp,galactic-renaissance,Galactic Renaissance,development,,,,False,True,"""Galactic Renaissance"" a vast orbital institution or megastructure, seen from a distance accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/galactic-resort.webp,galactic-resort,Galactic Resort,world,payment,windfall,novelty,False,False,"""Galactic Resort"" an untouched or abandoned world holding an unclaimed resource cache accent palette electric cyan and white neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/galactic-survey-seti.webp,galactic-survey-seti,Galactic Survey: SETI,development,,,,False,True,"""Galactic Survey: SETI"" a vast orbital institution or megastructure, seen from a distance accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/galactic-trendsetters.webp,galactic-trendsetters,Galactic Trendsetters,world,payment,none,,False,False,"""Galactic Trendsetters"" a quiet colonised world seen from orbit accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/gambling-world.webp,gambling-world,Gambling World,world,payment,none,,False,False,"""Gambling World"" a quiet colonised world seen from orbit accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/gem-world.webp,gem-world,Gem World,world,payment,production,novelty,False,False,"""Gem World"" an industrious inhabited world with visible extraction or refinery works accent palette electric cyan and white neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/genetics-lab.webp,genetics-lab,Genetics Lab,development,,,,False,False,"""Genetics Lab"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/imperium-armaments-world.webp,imperium-armaments-world,Imperium Armaments World,world,payment,production,rare,False,False,"""Imperium Armaments World"" an industrious inhabited world with visible extraction or refinery works accent palette amber and burnt copper neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/interstellar-bank.webp,interstellar-bank,Interstellar Bank,development,,,,False,False,"""Interstellar Bank"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/investment-credits.webp,investment-credits,Investment Credits,development,,,,False,False,"""Investment Credits"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/lost-alien-battle-fleet.webp,lost-alien-battle-fleet,Lost Alien Battle Fleet,world,military,production,alien,False,False,"""Lost Alien Battle Fleet"" a fortified or contested world seen from orbit, with defensive installations non-human geometry, unsettling symmetry accent palette violet and magenta neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/lost-alien-warship.webp,lost-alien-warship,Lost Alien Warship,world,military,windfall,alien,False,False,"""Lost Alien Warship"" a fortified or contested world seen from orbit, with defensive installations non-human geometry, unsettling symmetry accent palette violet and magenta neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/lost-species-ark-world.webp,lost-species-ark-world,Lost Species Ark World,world,payment,production,genes,False,False,"""Lost Species Ark World"" an industrious inhabited world with visible extraction or refinery works accent palette acid green and pale jade neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/malevolent-lifeforms.webp,malevolent-lifeforms,Malevolent Lifeforms,world,military,production,genes,False,False,"""Malevolent Lifeforms"" a fortified or contested world seen from orbit, with defensive installations accent palette acid green and pale jade neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/merchant-guild.webp,merchant-guild,Merchant Guild,development,,,,False,True,"""Merchant Guild"" a vast orbital institution or megastructure, seen from a distance accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/merchant-world.webp,merchant-world,Merchant World,world,payment,none,,False,False,"""Merchant World"" a quiet colonised world seen from orbit accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/mining-conglomerate.webp,mining-conglomerate,Mining Conglomerate,development,,,,False,False,"""Mining Conglomerate"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/mining-league.webp,mining-league,Mining League,development,,,,False,True,"""Mining League"" a vast orbital institution or megastructure, seen from a distance accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/mining-robots.webp,mining-robots,Mining Robots,development,,,,False,False,"""Mining Robots"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/mining-world.webp,mining-world,Mining World,world,payment,production,rare,False,False,"""Mining World"" an industrious inhabited world with visible extraction or refinery works accent palette amber and burnt copper neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/new-earth.webp,new-earth,New Earth,world,payment,production,rare,False,False,"""New Earth"" an industrious inhabited world with visible extraction or refinery works accent palette amber and burnt copper neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/new-economy.webp,new-economy,New Economy,development,,,,False,True,"""New Economy"" a vast orbital institution or megastructure, seen from a distance accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/new-galactic-order.webp,new-galactic-order,New Galactic Order,development,,,,False,True,"""New Galactic Order"" a vast orbital institution or megastructure, seen from a distance accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/new-military-tactics.webp,new-military-tactics,New Military Tactics,development,,,,False,False,"""New Military Tactics"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/new-sparta.webp,new-sparta,New Sparta,world,military,none,,True,False,"""New Sparta"" a fortified or contested world seen from orbit, with defensive installations homeworld scale, welcoming and established accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/new-survivalists.webp,new-survivalists,New Survivalists,world,military,production,novelty,False,False,"""New Survivalists"" a fortified or contested world seen from orbit, with defensive installations accent palette electric cyan and white neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/new-vinland.webp,new-vinland,New Vinland,world,payment,production,novelty,False,False,"""New Vinland"" an industrious inhabited world with visible extraction or refinery works accent palette electric cyan and white neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/old-earth.webp,old-earth,Old Earth,world,payment,none,,True,False,"""Old Earth"" a quiet colonised world seen from orbit homeworld scale, welcoming and established accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/outlaw-world.webp,outlaw-world,Outlaw World,world,military,none,,False,False,"""Outlaw World"" a fortified or contested world seen from orbit, with defensive installations accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/pan-galactic-league.webp,pan-galactic-league,Pan-Galactic League,development,,,,False,True,"""Pan-Galactic League"" a vast orbital institution or megastructure, seen from a distance accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/pilgrimage-world.webp,pilgrimage-world,Pilgrimage World,world,payment,none,,False,False,"""Pilgrimage World"" a quiet colonised world seen from orbit accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/pirate-world.webp,pirate-world,Pirate World,world,military,windfall,novelty,False,False,"""Pirate World"" a fortified or contested world seen from orbit, with defensive installations accent palette electric cyan and white neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/plague-world.webp,plague-world,Plague World,world,payment,production,genes,False,False,"""Plague World"" an industrious inhabited world with visible extraction or refinery works accent palette acid green and pale jade neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/pre-sentient-race.webp,pre-sentient-race,Pre-Sentient Race,world,payment,windfall,genes,False,False,"""Pre-Sentient Race"" an untouched or abandoned world holding an unclaimed resource cache accent palette acid green and pale jade neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
